       time step start          time step length       avg time step length      required iterations
    0.000000000000000E+00    0.360000000000000E+04    0.360000000000000E+04              8
    0.360000000000000E+04    0.360000000000000E+04    0.360000000000000E+04              5
    0.720000000000000E+04    0.360000000000000E+04    0.360000000000000E+04              3
    0.108000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              4
    0.144000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              4
    0.180000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              3
    0.216000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              3
    0.252000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              3
    0.288000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.324000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.360000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.396000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.432000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              3
    0.468000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              3
    0.504000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.540000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.576000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.612000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.648000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.684000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.720000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.756000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.792000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.828000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.864000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.900000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.936000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.972000000000000E+05    0.360000000000000E+04    0.360000000000000E+04              2
    0.100800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.104400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.108000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.111600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.115200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.118800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.122400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.126000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.129600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.133200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.136800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.140400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.144000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.147600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.151200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.154800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.158400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.162000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.165600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.169200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.172800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.176400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.180000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.183600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.187200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.190800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.194400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.198000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.201600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.205200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.208800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.212400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.216000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.219600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.223200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.226800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.230400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.234000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.237600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.241200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              3
    0.244800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.248400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.252000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.255600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.259200000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.262800000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.266400000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.270000000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
    0.273600000000000E+06    0.360000000000000E+04    0.360000000000000E+04              2
