       time step start          time step length       avg time step length      required iterations
    0.302400000000000E+06    0.140625000000000E+02    0.352828125000000E+04             21
    0.302414062500000E+06    0.140625000000000E+02    0.345656250000000E+04             16
    0.302428125000000E+06    0.659179687500000E+01    0.338469433593750E+04              5
    0.302434716796875E+06    0.659179687500000E+01    0.331282617187500E+04              6
    0.302441308593750E+06    0.329589843750000E+01    0.324089208984375E+04              5
    0.302444604492188E+06    0.329589843750000E+01    0.316895800781250E+04              5
    0.302447900390625E+06    0.659179687500000E+01    0.309708984375000E+04              8
    0.302454492187500E+06    0.617980957031250E+01    0.302521343994141E+04              8
    0.302460671997070E+06    0.617980957031250E+01    0.295333703613281E+04              8
    0.302466851806641E+06    0.115871429443359E+02    0.288156877899170E+04             26
    0.302478438949585E+06    0.668489016019381E+01    0.280970247679490E+04              9
    0.302485123839745E+06    0.111414836003230E+02    0.273792530646691E+04             17
    0.302496265323345E+06    0.983072082381443E+01    0.266612192088339E+04             12
    0.302506096044169E+06    0.122884010297680E+02    0.259436768890398E+04             15
    0.302518384445199E+06    0.122884010297680E+02    0.252261345692458E+04             13
    0.302530672846229E+06    0.141789242651170E+02    0.245089703540988E+04             13
    0.302544851770494E+06    0.163602972289811E+02    0.237922424135446E+04             12
    0.302561212067723E+06    0.204503715362264E+02    0.230763324878518E+04             12
    0.302581662439259E+06    0.255629644202830E+02    0.223614450807359E+04             11
    0.302607225403680E+06    0.348585878458404E+02    0.216484167983051E+04              9
    0.302642083991525E+06    0.580976464097340E+02    0.209400363275870E+04              8
    0.302700181637935E+06    0.108933087018251E+03    0.202418229449906E+04              9
    0.302809114724953E+06    0.181555145030419E+03    0.195581339739967E+04             13
    0.302990669869984E+06    0.209486705804329E+03    0.188800313151576E+04             14
    0.303200156575788E+06    0.224450041933210E+03    0.182049213235442E+04             14
    0.303424606617721E+06    0.240482187785582E+03    0.175330177611014E+04             15
    0.303665088805507E+06    0.240482187785582E+03    0.168611141986585E+04             14
    0.303905570993292E+06    0.257659486913124E+03    0.161926460960411E+04             14
    0.304163230480206E+06    0.276063735978347E+03    0.155278588432368E+04             14
    0.304439294216184E+06    0.295782574262515E+03    0.148670153580893E+04             14
    0.304735076790446E+06    0.316909900995551E+03    0.142103973382884E+04             14
    0.305051986691442E+06    0.339546322495234E+03    0.135583066027874E+04             13
    0.305391533013937E+06    0.391784218263731E+03    0.129166634464402E+04             12
